Parent|Status|Heading|Suggested Unit|Suggested Type|Description|Example
ERES||ERES_BAS||PA|Basis|WET
ERES||ERES_DIL||0DP|Dilution factor|10
ERES||ERES_LMTH||X|Leachate preparation method|10:1 Leachate method
ERES||ERES_LDTM|yyyy-mmddThh:mm|DT|Leachate preparation date and time|2006-11-16T10:00
ERES||ERES_IREF||X|Instrument Reference No or Identifier|GCMS19
ERES||ERES_SIZE|mm|0DP|Size of material removed prior to test; value given indicates lowest sized material removed|2
ERES||ERES_PERP|%|1DP|Percentage of material removed|10.1
ERES||ERES_REM||X|Remarks|
ERES||ERES_LAB||X|Name of testing laboratory/ Organization|ACME Laboratories plc
ERES||ERES_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
ERES||TEST_STAT||X|Test status|Checked
ERES||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS13
ESCG|*|LOCA_ID||ID|Location identifier|327-16A
ESCG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
ESCG|*|SAMP_REF||X|Sample reference|24
ESCG|*|SAMP_TYPE||PA|Sample type|U
ESCG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
ESCG|*|SPEC_REF||X|Specimen reference|1a
ESCG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
ESCG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
ESCG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
ESCG||ESCG_TYPE||PA|Test type|CD
ESCG||ESCG_CELL||X|Type of equipment used|250mm dia Hydraulic cell
ESCG||ESCG_COND||PA|Sample condition|UNDISTURBED
ESCG||ESCG_SDIA|mm|2DP|Test specimen diameter|100.15
ESCG||ESCG_HIGT|mm|2DP|Test specimen height|100.25
ESCG||ESCG_MCI|%|X|Initial water/moisture content|21.2
ESCG||ESCG_MCF|%|X|Final water/moisture content|18.6
ESCG||ESCG_BDEN|Mg/m3|2DP|Initial bulk density|2.12
ESCG||ESCG_BDEF|Mg/m3|2DP|Final bulk density|2.2
ESCG||ESCG_DDEN|Mg/m3|2DP|Initial dry density|1.75
ESCG||ESCG_PDEN|Mg/m3|XN|Particle density with prefix # if value assumed|#2.65
ESCG||ESCG_IVR||3DP|Initial voids ratio|0.812
ESCG||ESCG_SATR|%|0DP|Initial degree of saturation|98
ESCG||ESCG_LOAD||X|Type of loading ( strain )|Equal, Free, triaxial
ESCG||ESCG_DRAG||X|Type of drainage|To top, both ends, radial inwards, radial outwards
ESCG||ESCG_PPM||X|Pore pressure measurement location|Centre base, offset
ESCG||ESCG_SPRS|kPa|2SF|Swelling pressure, if measured|100
ESCG||ESCG_SATM||X|Method of saturation|Back pressure, cell only, water permeation
ESCG||ESCG_SINC|kPa|0DP|Saturation increments|50
ESCG||ESCG_SDIF|kPa|0DP|Differential pressure during saturation|10
ESCG||ESCG_CELF|kPa|0DP|Cell or diaphragm pressure at end of saturation|310
ESCG||ESCG_BACF|kPa|0DP|Back pressure at end of saturation|300
ESCG||ESCG_BVAL||2DP|B value at end of saturation|0.96
ESCG||ESCG_SVOL|ml|1DP|Volume of water taken in during saturation|10
ESCG||ESCG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|Sample from base of U100 sample, axis vertical
ESCG||ESCG_METH||X|Test method|BS1377, part 6, cl 5
ESCG||ESCG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
ESCG||ESCG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
ESCG||ESCG_ISVR||3DP|Voids ratio at in situ vertical stress|0.699
ESCG||ESCG_ISVS|kPa|0DP|In situ vertical stress|200
ESCG||ESCG_ISST|%|2DP|Axial strain at in situ vertical stress|0.85
ESCG||ESCG_PCP|kPa|0DP|Maximum pre-consolidation pressure|500
ESCG||ESCG_YSR||1DP|Yield stress ratio (based on Casagrande Method)|2.5
ESCG||ESCG_CC||3DP|Compression index over stress increment|0.085
ESCG||ESCG_CS||3DP|Swelling index over stress increment|0.009
ESCG||TEST_STAT||X|Test status|Checked
ESCG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS9
ESCG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
ESCG||ESCG_DEV||X|Deviations from the test method|
ESCT|*|LOCA_ID||ID|Location identifier|327-16A
ESCT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
ESCT|*|SAMP_REF||X|Sample reference|24
ESCT|*|SAMP_TYPE||PA|Sample type|U
ESCT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
ESCT|*|SPEC_REF||X|Specimen reference|1a
ESCT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
ESCT|*|ESCT_INCN||X|Consolidation stage number|3
ESCT||ESCT_REM||X|Additional stage specific details|Stage terminated at 90% pwp dissipation
ESCT||ESCT_INCC|kPa|0DP|Cell or diaphragm pressure applied during stage|600
ESCT||ESCT_INCB|kPa|0DP|Back pressure applied during stage|300
ESCT||ESCT_PWP0|kPa|0DP|Pore pressure at end of undrained loading|580
ESCT||ESCT_PWPF|kPa|0DP|Pore pressure at end of consolidation stage|300
ESCT||ESCT_INCF|kPa|0DP|Effective stress at end of consolidation stage|310
ESCT||ESCT_VR0||3DP|Voids ratio at start of increment|0.801
ESCT||ESCT_VRE||3DP|Voids ratio at end of stress increment|0.621
ESCT||ESCT_DISS|%|0DP|Percentage pore pressure dissipation at end of stage|98
ESCT||ESCT_DSET|mm|3DP|Settlement measured during consolidation stage|0.234
ESCT||ESCT_DVOL|ml|1DP|Volume change measured during consolidation stage|22.1
ESCT||ESCT_INMV|m2/MN|2SF|Reported coefficient of volume compressibility over stress increment|0.32
ESCT||ESCT_INCV|m2/yr|2SF|Reported coefficient of consolidation over stress increment|4.1
ESCT||ESCT_INSC||2SF|Coefficient of secondary compression over stress increment|0.12
ESCT||ESCT_CVME||X|Method used for deriving Cv|Log PWP, root time time settlement
ESCT||ESCT_TEMP|DegC|1DP|Average temperature over stress increment|22
ESCT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS9
ESCT||ESCT_INK|m/s|XN|Permeability over stress increment (t90)|9.3E-09
FGHG|*|LOCA_ID||ID|Location identifier|327-16A
FGHG|*|FGHG_TOP|m|2DP|Depth to top of test zone|12.2
FGHG|*|FGHG_BASE|m|2DP|Depth to base of test zone|12.95
FGHG|*|FGHG_TESN||X|Test reference|2
FGHG||FGHG_TDIA|mm|0DP|Diameter of test zone|150
FGHG||FGHG_SDIA|mm|0DP|Inside diameter of installation standpipe or borehole casing|19
FGHG||FGHG_ODIA|mm|0DP|Outside diameter of installation standpipe or borehole casing|26
FGHG||FGHG_HBAS|m|2DP|Depth of borehole during test (excluding tests in installations)|15.35
FGHG||FGHG_CAS|m|2DP|Depth of casing during test (excluding tests in installations)|12.2
FGHG||FGHG_SFAC|m|2DP|Shape factor for test zone|2.34
FGHG||FGHG_SFRF||X|Shape factor reference|BS EN ISO 22282-1 Annex B (4) Cylindrical cavity with:1,2 < L/D < 10
FGHG||FGHG_DATE|yyyymm-dd|DT|Test date|39470
FGHG||FGHG_TYPE||PA|Type of test|Constant
FGHG||FGHG_CNFG||PA|Test configuration|SP
FGHG||FGHG_METH||X|Test method|BS EN ISO 22282-2:2012
FGHG||FGHG_PRWL|m|2DP|Depth to water in borehole or installation prior to test|10.6
FGHG||FGHG_AWL|m|2DP|Depth to assumed standing water level used for calculations of head during test|10
FGHG||FGHG_HEAD|m|2DP|Applied total head of water at centre of test zone|20.5
FGHG||FGHG_FLOW|l/s|1DP|Average flow rate during test|2.3
FGHG||FGHG_IPRM|m/s|1SCI|Representative permeability for test|5.1E-09
FGHG||FGHG_ILUG||XN|Representative Lugeon value for water pressure test|
FGHG||FGHG_FTYP||PA|Flow type for water pressure test|Laminar
FGHG||FGHG_REM||X|Test remarks|
FGHG||FGHG_ENV||X|Details of weather and environmental conditions during test|Sunny and warm
FGHG||FGHG_CONT||X|Name of testing organization|ACME On-site Testing Ltd
FGHG||FGHG_OPER||X|Name of test operator|
FGHG||FGHG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
FGHG||TEST_STAT||X|Test status|Checked
FGHG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS26
FGHI|*|LOCA_ID||ID|Location identifier|327-16A
FGHI|*|FGHG_TOP|m|2DP|Depth to top of test zone|12.2
FGHI|*|FGHG_BASE|m|2DP|Depth to base of test zone|12.95
FGHI|*|FGHG_TESN||X|Test reference|2
FGHI|*|FGHI_INST||ID|Instrument reference / serial number|P1
FGHI||FGHI_TYPE||X|Test record type|Pressure and temperature
FGHI||FGHI_DETL||X|Details of instrument|VWP-3000
FGHI||FGHI_LOCT||X|Instrument position|Centre of packer test section
FGHI||FGHI_REM||X|Test remarks|
FGHI||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS26
FGHS|*|LOCA_ID||ID|Location identifier|327-16A
FGHS|*|FGHG_TOP|m|2DP|Depth to top of test zone|12.2
FGHS|*|FGHG_BASE|m|2DP|Depth to base of test zone|12.95
FGHS|*|FGHG_TESN||X|Test reference|2
FGHS|*|FGHS_STG||0DP|Stage number of multistage test|1
FGHS||FGHS_STTM|yyyy-mmddThh:mm:ss|DT|Start of stage date / time|2020-07-01T10:49:20
FGHS||FGHS_ENTM|yyyy-mmddThh:mm:ss|DT|End of stage date / time|2020-07-01T10:49:20
FGHS||FGHS_HEAD|m|2DP|Applied head of water during test stage at centre of test zone|20.5
FGHS||FGHS_FLOW|l/s|1DP|Average flow rate during test stage|2.3
FGHS||FGHS_IPRM|m/s|1SCI|Permeability for test stage|5.1E-09
FGHS||FGHS_ILUG||XN|Lugeon value for test stage|
FGHS||FGHS_REM||X|Test remarks|
FGHS||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS26
FGHT|*|LOCA_ID||ID|Location identifier|327-16A
FGHT|*|FGHG_TOP|m|2DP|Depth to top of test zone|12.2
FGHT|*|FGHG_BASE|m|2DP|Depth to base of test zone|12.95
FGHT|*|FGHG_TESN||X|Test reference|2
FGHT|*|FGHI_INST||ID|Instrument reference / serial number|P1
FGHT|*|FGHT_TIME|yyyy-mmddThh:mm:ss|DT|Test date / clock time of reading|2020-07-01T10:49:20
FGHT|*|FGHT_TYPE||PA|Test record type|FLWR
FGHT||FGHS_STG||0DP|Stage number of multistage test|1
FGHT||FGHT_DURN|hh:mm:ss|T|Elapsed time of reading during test or test stage|0.055555556
FGHT||FGHT_RDNG||U|Test record (reading)|123.321, 2000 or 0.0023
FGHT||FGHT_UNIT||PU|Reading units|
FGHT||FGHT_REM||X|Test record remark|
FGHT||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS26
FLSH|*|LOCA_ID||ID|Location identifier|327-16A
FLSH|*|FLSH_TOP|m|2DP|Depth to top of flush zone|10
FLSH|*|FLSH_BASE|m|2DP|Depth to bottom of flush zone|20
FLSH||FLSH_TYPE||PA|Type of flush|Water
FLSH||FLSH_RETN|%|0DP|Flush return minimum (as percentage)|50
FLSH||FLSH_RETX|%|0DP|Flush return maximum (as percentage)|70
FLSH||FLSH_COL||X|Colour of flush return|White
FLSH||FLSH_REM||X|Remarks|
FLSH||FILE_FSET||X|Associated file reference (e.g. drilling journal, mud logging or test records)|FS5
FRAC|*|LOCA_ID||ID|Location identifier|327-16A
FRAC|*|FRAC_FROM|m|2DP|Depth to top in hole, or distance to start on traverse, of the zone|31.2
FRAC|*|FRAC_TO|m|2DP|Depth to base in hole, or distance to end on traverse, of the zone|33.65
FRAC|*|FRAC_SET||X|Discontinuity set reference|J3
FRAC||FRAC_IMAX|mm|XN|Maximum fracture spacing over zone|350
FRAC||FRAC_IAVE|mm|XN|Average fracture (modal) spacing over zone|220
FRAC||FRAC_IMIN|mm|XN|Minimum fracture spacing over zone|NI
FRAC||FRAC_FI||XN|Fracture Index / frequency over zone (fractures per metre)|15
FRAC||FRAC_REM||X|Comments on fracture set|2
FRAC||FILE_FSET||X|Associated file reference (e.g. logging field sheets)|FS4
FRST|*|LOCA_ID||ID|Location identifier|327-16A
FRST|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
FRST|*|SAMP_REF||X|Sample reference|24
FRST|*|SAMP_TYPE||PA|Sample type|U
FRST|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
FRST|*|SPEC_REF||X|Specimen reference|1a
FRST|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
FRST||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
FRST||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
FRST||FRST_COND||PA|Sample condition|RECOMPACTION
FRST||FRST_DDEN|Mg/m3|2DP|Dry density of specimens after preparation|1.96
FRST||FRST_MC|%|X|water/moisture content of specimens at preparation|24
FRST||FRST_HVE1|mm|1DP|Frost heave, first specimen|3
FRST||FRST_HVE2|mm|1DP|Frost heave, second specimen|4.5
FRST||FRST_HVE3|mm|1DP|Frost heave, third specimen|3.5
FRST||FRST_HVE|mm|1DP|Mean heave of 3 specimens|3.6
FRST||FRST_STAB|%|2SF|Amount of stabiliser added|23
FRST||FRST_STYP||X|Type of stabiliser added|Cement
FRST||FRST_REM||X|Notes on frost susceptibility testing as per TRRL SR 829|
FRST||FRST_METH||X|Test method|BS 812-12
FRST||FRST_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
FRST||FRST_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
FRST||TEST_STAT||X|Test status|Checked
FRST||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS20
FRST||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
FRST||FRST_DEV||X|Deviations from the test method|
GCHM|*|LOCA_ID||ID|Location identifier|327-16A
GCHM|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
GCHM|*|SAMP_REF||X|Sample reference|24
GCHM|*|SAMP_TYPE||PA|Sample type|U
GCHM|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
GCHM|*|SPEC_REF||X|Specimen reference|1a
GCHM|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
GCHM|*R|GCHM_CODE||PA|Determinand|AS
GCHM|*|GCHM_METH||X|Test method|BS 1377-3:2018
GCHM|*R|GCHM_TTYP||PA|Test type|SOLID_21 WATER EXTRACT
GCHM||GCHM_RESL||U|Test result|14.23
GCHM|R|GCHM_UNIT||PU|Test result units|mg/l
GCHM||GCHM_NAME||X|Client/laboratory preferred name of determinand|Water Soluble Sulfate
GCHM||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
GCHM||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|2:1 water/soil extract
GCHM||GCHM_REM||X|Remarks on test|
GCHM||GCHM_LAB||X|Name of testing laboratory/ organization|ACME Laboratories plc
GCHM||GCHM_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
GCHM||TEST_STAT||X|Test status|Checked
GCHM||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS23
GCHM||GCHM_RTXT||X|Reported result|<0.01
GCHM||GCHM_DLM||U|Lower detection limit|0.01
GCHM||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
GCHM||GCHM_DEV||X|Deviations from the test method|
GCHM||GCHM_SGRP||X|Sample delivery or batch code|ABC123
GCHM||GCHM_LSID||X|Laboratory sample ID|ABC123-A
GCHM||GCHM_RDEV||X|Result deviation description(s)|Incorrect container
GCHM||GCHM_RDAT|yyyy-mmddThh:mm|DT|Sample receipt date/time at laboratory|2020-12-07T09:13
GCHM||GCHM_DTIM|yyyy-mmddThh:mm|DT|Analysis date and time|2020-12-07T12:11
GCHM||GCHM_TEST||X|Test or Suite Name|Chalk content
GCHM||GCHM_IREF||X|Instrument reference no or identifier|XYZ789
GCHM||GCHM_ITYP||X|Instrument type|GCMS
GCHM||GCHM_SIZE|mm|0DP|Size of material removed prior to test; value given indicates lowest sized material removed|2.1
GCHM||GCHM_PERP|%|1DP|Percentage of material removed|8.9
GEOL|*|LOCA_ID||ID|Location identifier|327-16A
GEOL|*|GEOL_TOP|m|2DP|Depth to the top of stratum|16.21
GEOL|*|GEOL_BASE|m|2DP|Depth to the base of description|17.25
GEOL||GEOL_DESC||X|General description of stratum|Stiff grey silty CLAY
GEOL||GEOL_LEG||PA|Legend code|102
GEOL||GEOL_GEOL||PA|Geology code|LC
GEOL||GEOL_GEO2||PA|Second geology code|SAND
GEOL||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
GEOL||GEOL_BGS||PA|BGS Lexicon code|CHAM
GEOL||GEOL_FORM||X|Geological formation or stratum name|Charmouth Mudstone Formation
GEOL||GEOL_REM||X|Remarks|
GEOL||FILE_FSET||X|Associated file reference (e.g. logging field sheets, photographs of exposures)|FS4
GRAG|*|LOCA_ID||ID|Location identifier|327-16A
GRAG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
GRAG|*|SAMP_REF||X|Sample reference|24
GRAG|*|SAMP_TYPE||PA|Sample type|U
GRAG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
GRAG|*|SPEC_REF||X|Specimen reference|1a
GRAG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
GRAG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
GRAG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
GRAG||GRAG_UC||1SF|Uniformity coefficient D60/D10|10
GRAG||GRAG_VCRE|%|1DP|Percentage of material tested greater than 63mm (cobbles)|0
GRAG||GRAG_GRAV|%|1DP|Percentage of material tested in range 63mm to 2mm (gravel)|30.1
GRAG||GRAG_SAND|%|1DP|Percentage of material tested in range 2mm to 63um (sand)|40.4
GRAG||GRAG_SILT|%|1DP|Percentage of material tested in range 63um to 2um (silt)|14.5
GRAG||GRAG_CLAY|%|1DP|Percentage of material tested less than 2um (clay)|15
GRAG||GRAG_FINE|%|1DP|Percentage less than 63um|29.5
GRAG||GRAG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|
GRAG||GRAG_METH||X|Test method|BS1377
GRAG||GRAG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
GRAG||GRAG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
GRAG||TEST_STAT||X|Test status|Checked
GRAG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|F21
GRAG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
GRAG||GRAG_DEV||X|Any deviation from the specified test procedure, and any other information that could be important for interpreting the test results.|
GRAG||GRAG_PDEN|Mg/m3|XN|Particle density used in calculations with prefix # if value assumed|#2.65
GRAG||GRAG_PRET||X|Method of pre-treatment, when applied|Hydrogen peroxide, hydrochloric acid
GRAG||GRAG_SUFF||YN|Amount of soil tested was sufficient to comply with recommended minimum mass|Y
GRAG||GRAG_EXCL||X|Remark if the size of the fractions is not expressed as percentage of total dry mass, together with the nature and amount of fractions excluded.|
GRAG||GRAG_CC||1SF|Coefficient of curvature|9
GRAT|*|LOCA_ID||ID|Location identifier|327-16A
GRAT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
GRAT|*|SAMP_REF||X|Sample reference|24
GRAT|*|SAMP_TYPE||PA|Sample type|U
GRAT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
GRAT|*|SPEC_REF||X|Specimen reference|1a
GRAT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
GRAT|*|GRAT_SIZE|mm|3SF|Sieve or particle size|3.35
GRAT||GRAT_PERP|%|0DP|Percentage passing/finer than GRAT_SIZE|25
GRAT||GRAT_TYPE||PA|Test type|WS
GRAT||GRAT_REM||X|Remarks|
GRAT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|F21
HDIA|*|LOCA_ID||ID|Location identifier|327-16A
HDIA|*|HDIA_DPTH|m|2DP|Depth of base of hole at the diameter recorded in HDIA_DIAM|16
HDIA|*|HDIA_DIAM|mm|0DP|Hole diameter|200
HDIA||HDIA_REM||X|Remarks|Cased to full depth
HDIA||FILE_FSET||X|Associated file reference (e.g. drilling journals)|FS5
HDPH|*|LOCA_ID||ID|Location identifier|327-16A
HDPH|*|HDPH_TOP|m|2DP|Depth to top of section|1.4
HDPH|*|HDPH_BASE|m|2DP|Depth to base of section|3.4
HDPH|*|HDPH_TYPE||PA|Type of depth related information|TP
HDPH||HDPH_STAR|yyyy-mmddThh:mm|DT|Date and time of start of section|2004-04-01T09:00
HDPH||HDPH_ENDD|yyyy-mmddThh:mm|DT|Date and time of end of section|2004-04-01T11:30
HDPH||HDPH_CREW||X|Name of rig/drill crew/operator|Bill Mallard
HDPH||HDPH_EXC||X|Plant used|JCB 3CX
HDPH||HDPH_SHOR||X|Shoring/support used|None
HDPH||HDPH_STAB||X|Stability of trial pit / trial trench or logged traverse length|Stable during excavation
HDPH||HDPH_DIML|m|2DP|Trial pit / trial trench or logged traverse length|27.56
HDPH||HDPH_DIMW|m|2DP|Trial pit / trial trench or logged traverse width|1.35
HDPH||HDPH_DBIT||X|Drill bit used|Stepped ABC
HDPH||HDPH_BCON||X|Bit condition|Good
HDPH||HDPH_BTYP||X|Barrel type|Triple tube
HDPH||HDPH_BLEN|m|2DP|Barrel length|3
HDPH||HDPH_LOG||X|Definitive person responsible for logging the section|ANO
HDPH||HDPH_LOGD|yyyy-mmdd|DT|Start date of hole section logging|39539
HDPH||HDPH_REM||X|Remarks|Breaker required
HDPH||HDPH_ENV||X|Details of weather and environmental conditions during hole section construction|Dry, rain, standing water
HDPH||HDPH_METH||X|Details of method of hole section construction|Odex
HDPH||HDPH_CONT||X|Drilling contractor|ACME Drilling Ltd
HDPH||FILE_FSET||X|Associated file reference (e.g. drilling journals, hole orientation data)|FS21
HORN|*|LOCA_ID||ID|Location identifier|327-16A
HORN|*|HORN_TOP|m|2DP|Depth to top of exploratory hole section|0
HORN|*|HORN_BASE|m|2DP|Depth to base of exploratory hole section|10.15
HORN||HORN_ORNT|deg|0DP|Orientation of exploratory hole section or traverse (degrees from north)|210
HORN||HORN_INCL|deg|0DP|Inclination of exploratory hole section or traverse (measured positively down from horizontal)|65
HORN||HORN_REM||X|Remarks relating to orientation and inclination of hole section|
HORN||FILE_FSET||X|Associated file reference (e.g. contract data specification)|FS22
ICBR|*|LOCA_ID||ID|Location identifier|327-16A
ICBR|*|ICBR_DPTH|m|2DP|Depth to top of CBR test|0.5
ICBR|*|ICBR_TESN||X|Test reference|2
ICBR||ICBR_ICBR|%|2SF|CBR value|1.2
ICBR||ICBR_MC|%|X|Water/moisture content relating to test|25
ICBR||ICBR_DATE|yyyymm-dd|DT|Test date|37700
ICBR||ICBR_KENT||X|Details of kentledge (reaction load)|2t Landrover
ICBR||ICBR_SEAT|N|0DP|Seating force|10
ICBR||ICBR_SURC|kPa|0DP|Surcharge pressure|15
ICBR||ICBR_TYPE||PA|Type of CBR|MEXECONE
ICBR||ICBR_REM||X|Remarks|Material >20mm below plunger, test terminated early, water ingress
ICBR||ICBR_ENV||X|Details of weather and environmental conditions during test|Sunny and frosty
ICBR||ICBR_METH||X|Test method|Manufacturer's instructions
ICBR||ICBR_CONT||X|Name of testing organization|ACME On-site Testing Ltd
ICBR||ICBR_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
ICBR||TEST_STAT||X|Test status|Checked
ICBR||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
ICBR||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS25
IDEN|*|LOCA_ID||ID|Location identifier|327-16A
IDEN|*|IDEN_DPTH|m|2DP|Depth of in situ density test|1.25
IDEN|*|IDEN_TESN||X|Test reference|2
IDEN||IDEN_DATE|yyyymm-dd|DT|Test date|37675
IDEN||IDEN_TYPE||PA|Type of density test performed|Core
IDEN||IDEN_IDEN|Mg/m3|2DP|In situ bulk density (after any calibration / corrections applied, i.e. reported value)|1.86
IDEN||IDEN_MC|%|X|Water/moisture content relating to in situ test (after any calibration / corrections applied, i.e. reported value)|18
IDEN||IDEN_STAB|%|2SF|Amount of stabiliser added|23
IDEN||IDEN_STYP||X|Type of stabiliser added|Cement
IDEN||IDEN_REM||X|Remarks|Uncorrected NDG values reported
IDEN||IDEN_ENV||X|Details of weather and environmental conditions during test|Cloudy and wet
IDEN||IDEN_METH||X|Test method|BS 1377-9:1990
IDEN||IDEN_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IDEN||IDEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IDEN||TEST_STAT||X|Test status|Checked
IDEN||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IDEN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS25
IFID|*|LOCA_ID||ID|Location identifier|327-16A
IFID|*|IFID_DPTH|m|2DP|Depth of headspace test sample|1
IFID|*|IFID_TESN||X|Test reference|2
IFID||IFID_DATE|yyyymm-dd|DT|Test date|37672
IFID||IFID_RES|ppmv|XN|Result of FID analysis|10
IFID||IFID_REM||X|Remarks on test|
IFID||IFID_ENV||X|Details of weather and environmental conditions during test|Misty
IFID||IFID_METH||X|Details of FID used and method description|Flame ionisation detector
IFID||IFID_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IFID||IFID_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IFID||TEST_STAT||X|Test status|Checked
IFID||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IFID||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS23
IPEN|*|LOCA_ID||ID|Location identifier|327-16A
IPEN|*|IPEN_DPTH|m|2DP|Depth of test|13.5
IPEN|*|IPEN_TESN||X|Test reference|2
IPEN||IPEN_IPEN|kPa|XN|Hand penetrometer result|6.8 or >20
IPEN||IPEN_DATE|yyyymm-dd|DT|Test date|37680
IPEN||IPEN_REM||X|Remarks on test|
IPEN||IPEN_ENV||X|Details of weather and environmental conditions during test|Dry and warm
IPEN||IPEN_METH||X|Test method|BS 1377-9:1990
IPEN||IPEN_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IPEN||IPEN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IPEN||TEST_STAT||X|Test status|Checked
IPEN||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IPEN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
IPID|*|LOCA_ID||ID|Location identifier|327-16A
IPID|*|IPID_DPTH|m|2DP|Depth of headspace test sample|1
IPID|*|IPID_TESN||X|Test reference|3
IPID||IPID_DATE|yyyymm-dd|DT|Test date|37672
IPID||IPID_TEMP|DegC|1DP|Ambient temperature at time of test|15.1
IPID||IPID_RES|ppmv|XN|Result of PID analysis|10
IPID||IPID_REM||X|Remarks on test|
IPID||IPID_ENV||X|Details of weather and environmental conditions during test|Cloudy with light rain
IPID||IPID_METH||X|Details of PID used and method description|Carried out on temporary samples using photo ionisation detector fitted with 10.6 eV lamp
IPID||IPID_CONT||X|Name of testing organization|ACME On-site Testing Ltd
IPID||IPID_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
IPID||TEST_STAT||X|Test status|Checked
IPID||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
IPID||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS45
IPRG|*|LOCA_ID||ID|Location identifier|327-16A
IPRG|*|IPRG_TOP|m|2DP|Depth to top of test zone|12.2
IPRG|*|IPRG_TESN||X|Test reference|2
IPRG|*|IPRG_BASE|m|2DP|Depth to base of test zone|12.95
IPRG|*|IPRG_STG||0DP|Stage number of multistage test|1
IPRG||IPRG_TYPE||PA|Type of test|Constant Head
IPRG||IPRG_PRWL|m|2DP|Depth to water in test zone immediately prior to test|10.6
